/"OreDict Key","ItemStacks"
"foodBreakfastburrito","[harvestcraft:breakfastburritoitem@0 - 'Breakfast Burrito' - <no NBT>]"
"foodBriochebun","[harvestcraft:briochebunitem@0 - 'Brioche Bun' - <no NBT>]"
"foodBroccolimac","[harvestcraft:broccolimacitem@0 - 'Broccoli Mac' - <no NBT>]"
"foodBroccolindip","[harvestcraft:broccolindipitem@0 - 'Broccoli n Dip' - <no NBT>]"
"foodBrownie","[harvestcraft:brownieitem@0 - 'Brownie' - <no NBT>]"
"foodBubbletea","[harvestcraft:bubbleteaitem@0 - 'Bubble Tea' - <no NBT>]"
"foodBubblywater","[harvestcraft:bubblywateritem@0 - 'Bubbly Water' - <no NBT>]"
"foodBulgogi","[harvestcraft:bulgogiitem@0 - 'Bulgogi' - <no NBT>]"
"foodButter","[birdsfoods:butter@0 - 'Butter' - <no NBT>]; [xlfoodmod:butter@0 - 'Butter' - <no NBT>]; [harvestcraft:butteritem@0 - 'Butter' - <no NBT>]"
"foodButtercookie","[harvestcraft:buttercookieitem@0 - 'Butter Cookie' - <no NBT>]"
"foodButteredpotato","[harvestcraft:butteredpotatoitem@0 - 'Buttered Potato' - <no NBT>]"
"foodButterrice","[xlfoodmod:butter_rice@0 - 'Butter Rice' - <no NBT>]"
"foodButtertart","[harvestcraft:buttertartitem@0 - 'Butter Tart' - <no NBT>]"
"foodCactusfruitjuice","[harvestcraft:cactusfruitjuiceitem@0 - 'Cactus Fruit Juice' - <no NBT>]"
"foodCactusjuice","[birdsfoods:cactus_juice@0 - 'Cactus Juice' - <no NBT>]"
"foodCactussoup","[harvestcraft:cactussoupitem@0 - 'Cactus Soup' - <no NBT>]"
"foodCalamaricooked","[harvestcraft:calamaricookeditem@0 - 'Cooked Calamari' - <no NBT>]"
"foodCalamariraw","[harvestcraft:calamarirawitem@0 - 'Raw Calamari' - <no NBT>]"
"foodCaliforniaroll","[harvestcraft:californiarollitem@0 - 'California Roll' - <no NBT>]"
"foodCandiedginger","[harvestcraft:candiedgingeritem@0 - 'Candied Ginger' - <no NBT>]"
"foodCandiedlemon","[harvestcraft:candiedlemonitem@0 - 'Candied Lemon' - <no NBT>]"
"foodCandiedpecans","[harvestcraft:candiedpecansitem@0 - 'Candied Pecans' - <no NBT>]"
"foodCandiedsweetpotatoes","[harvestcraft:candiedsweetpotatoesitem@0 - 'Candied Sweet Potatoes' - <no NBT>]"
"foodCandiedwalnuts","[harvestcraft:candiedwalnutsitem@0 - 'Candied Walnuts' - <no NBT>]"
"foodCantonesegreens","[harvestcraft:cantonesegreensitem@0 - 'Cantonese Greens' - <no NBT>]"
"foodCantonesenoodles","[harvestcraft:cantonesenoodlesitem@0 - 'Cantonese Noodles' - <no NBT>]"
"foodCaramel","[harvestcraft:caramelitem@0 - 'Caramel' - <no NBT>]"
"foodCaramelapple","[harvestcraft:caramelappleitem@0 - 'Caramel Apple' - <no NBT>]"
"foodCaramelcupcake","[harvestcraft:caramelcupcakeitem@0 - 'Caramel Cupcake' - <no NBT>]"
"foodCaramelicecream","[harvestcraft:caramelicecreamitem@0 - 'Caramel Ice Cream' - <no NBT>]"
"foodCarpraw","[harvestcraft:carprawitem@0 - 'Raw Carp' - <no NBT>]"
"foodCarrotcake","[harvestcraft:carrotcakeitem@0 - 'Carrot Cake' - <no NBT>]"
"foodCarrotcupcake","[harvestcraft:carrotcupcakeitem@0 - 'Carrot Cupcake' - <no NBT>]"
"foodCarrotjuice","[birdsfoods:carrot_juice@0 - 'Carrot Juice' - <no NBT>]; [harvestcraft:carrotjuiceitem@0 - 'Carrot Juice' - <no NBT>]"
"foodCarrotsoup","[harvestcraft:carrotsoupitem@0 - 'Carrot Soup' - <no NBT>]"
"foodCashewbutter","[harvestcraft:cashewbutteritem@0 - 'Cashew Butter' - <no NBT>]"
"foodCashewchicken","[harvestcraft:cashewchickenitem@0 - 'Cashew Chicken' - <no NBT>]"
"foodCassoulet","[harvestcraft:cassouletitem@0 - 'Cassoulet' - <no NBT>]"
"foodCatfishraw","[harvestcraft:catfishrawitem@0 - 'Raw Catfish' - <no NBT>]"
"foodCeasarsalad","[harvestcraft:ceasarsaladitem@0 - 'Caesar Salad' - <no NBT>]"
"foodCeleryandpeanutbutter","[harvestcraft:celeryandpeanutbutteritem@0 - 'Celery and Peanut Butter' - <no NBT>]"
"foodCelerysoup","[harvestcraft:celerysoupitem@0 - 'Celery Soup' - <no NBT>]"
"foodCeviche","[harvestcraft:cevicheitem@0 - 'Ceviche' - <no NBT>]"
"foodChaitea","[harvestcraft:chaiteaitem@0 - 'Chai Tea' - <no NBT>]"
"foodChaoscookie","[harvestcraft:chaoscookieitem@0 - 'Chaos Cookie' - <no NBT>]"
"foodCharrraw","[harvestcraft:charrrawitem@0 - 'Raw Charr' - <no NBT>]"
"foodCharsiu","[harvestcraft:charsiuitem@0 - 'Char Siu' - <no NBT>]"
"foodCheddarandsourcreampotatochips","[harvestcraft:cheddarandsourcreampotatochipsitem@0 - 'Cheddar and Sour Cream Potato Chips' - <no NBT>]"
"foodCheese","[birdsfoods:cheese@0 - 'Cheese' - <no NBT>]; [xlfoodmod:cheese@0 - 'Cheese' - <no NBT>]; [harvestcraft:cheeseitem@0 - 'Cheese' - <no NBT>]; [betteranimalsplus:goatcheese@0 - 'Goat Cheese' - <no NBT>]"
"foodCheeseburger","[harvestcraft:cheeseburgeritem@0 - 'Cheeseburger' - <no NBT>]"
"foodCheesecake","[harvestcraft:cheesecakeitem@0 - 'Cheese Cake' - <no NBT>]"
"foodCheesedanish","[harvestcraft:cheesedanishitem@0 - 'Cheese Danish' - <no NBT>]"
"foodCheeseontoast","[harvestcraft:cheeseontoastitem@0 - 'Cheese on Toast' - <no NBT>]"
"foodCheesesteak","[harvestcraft:cheesesteakitem@0 - 'Cheesesteak' - <no NBT>]"
"foodCheesyshrimpquinoa","[harvestcraft:cheesyshrimpquinoaitem@0 - 'Cheesy Shrimp Quinoa' - <no NBT>]"
"foodCheezepuffs","[harvestcraft:cheezepuffsitem@0 - 'Cheeze Puffs' - <no NBT>]"
"foodCherrycheesecake","[harvestcraft:cherrycheesecakeitem@0 - 'Cherry Cheese Cake' - <no NBT>]"
"foodCherrycoconutchocolatebar","[harvestcraft:cherrycoconutchocolatebaritem@0 - 'Cherry Coconut Chocolate Bar' - <no NBT>]"
"foodCherryicecream","[harvestcraft:cherryicecreamitem@0 - 'Cherry Ice Cream' - <no NBT>]"
"foodCherryjelly","[harvestcraft:cherryjellyitem@0 - 'Cherry Jelly' - <no NBT>]"
"foodCherryjellysandwich","[harvestcraft:cherryjellysandwichitem@0 - 'Cherry Jelly Sandwich' - <no NBT>]"
"foodCherryjuice","[harvestcraft:cherryjuiceitem@0 - 'Cherry Juice' - <no NBT>]"
"foodCherrypie","[harvestcraft:cherrypieitem@0 - 'Cherry Pie' - <no NBT>]"
"foodCherryslushie","[harvestcraft:cherryslushieitem@0 - 'Cherry Slushie' - <no NBT>]"
"foodCherrysmoothie","[harvestcraft:cherrysmoothieitem@0 - 'Cherry Smoothie' - <no NBT>]"
"foodCherrysoda","[harvestcraft:cherrysodaitem@0 - 'Cherry Soda' - <no NBT>]"
"foodCherryyogurt","[harvestcraft:cherryyogurtitem@0 - 'Cherry Yogurt' - <no NBT>]"
"foodChestnutbutter","[harvestcraft:chestnutbutteritem@0 - 'Chestnut Butter' - <no NBT>]"
"foodChickenandwaffles","[harvestcraft:chickenandwafflesitem@0 - 'Chicken and Waffles' - <no NBT>]"
"foodChickenbiscuit","[harvestcraft:chickenbiscuititem@0 - 'Chicken Biscuit' - <no NBT>]"
"foodChickencelerycasserole","[harvestcraft:chickencelerycasseroleitem@0 - 'Chicken Celery Casserole' - <no NBT>]"
"foodChickenchowmein","[harvestcraft:chickenchowmeinitem@0 - 'Chicken Chow Mein' - <no NBT>]"
"foodChickencordonbleu","[harvestcraft:chickencordonbleuitem@0 - 'Chicken Cordon Bleu' - <no NBT>]"
"foodChickencurry","[harvestcraft:chickencurryitem@0 - 'Chicken Curry' - <no NBT>]"
"foodChickendinner","[harvestcraft:chickendinneritem@0 - 'Chicken Dinner' - <no NBT>]"
"foodChickengumbo","[harvestcraft:chickengumboitem@0 - 'Chicken Gumbo' - <no NBT>]"
"foodChickenkatsu","[harvestcraft:chickenkatsuitem@0 - 'Chicken Katsu' - <no NBT>]"
"foodChickennoodlesoup","[harvestcraft:chickennoodlesoupitem@0 - 'Chicken Noodle Soup' - <no NBT>]"
"foodChickenpaella","[harvestcraft:chickenpaellaitem@0 - 'Chicken Paella' - <no NBT>]"
"foodChickenparmasan","[harvestcraft:chickenparmasanitem@0 - 'Chicken Parmesan' - <no NBT>]"
"foodChickenpotpie","[harvestcraft:chickenpotpieitem@0 - 'Chicken Pot Pie' - <no NBT>]"
"foodChickensandwich","[harvestcraft:chickensandwichitem@0 - 'Chicken Sandwich' - <no NBT>]"
"foodChikoroll","[harvestcraft:chikorollitem@0 - 'Chiko Roll' - <no NBT>]"
"foodChili","[harvestcraft:chiliitem@0 - 'Chili' - <no NBT>]"
"foodChilichocolate","[harvestcraft:chilichocolateitem@0 - 'Chili Chocolate' - <no NBT>]"
"foodChilicupcake","[harvestcraft:chilicupcakeitem@0 - 'Chili Cupcake' - <no NBT>]"
"foodChilidog","[harvestcraft:chilidogitem@0 - 'Chili Dog' - <no NBT>]"
"foodChilidonut","[harvestcraft:chilidonutitem@0 - 'Chili Donut' - <no NBT>]"
"foodChilipoppers","[harvestcraft:chilipoppersitem@0 - 'Chili Poppers' - <no NBT>]"
"foodChimichanga","[harvestcraft:chimichangaitem@0 - 'Chimichanga' - <no NBT>]"
"foodChips","[birdsfoods:crisps@0 - 'Crisps' - <no NBT>]"
"foodChipsanddip","[harvestcraft:chipsanddipitem@0 - 'Chips and Dip' - <no NBT>]"
"foodChipsandsalsa","[harvestcraft:chipsandsalsaitem@0 - 'Chips and Salsa' - <no NBT>]"
"foodChocolatebacon","[harvestcraft:chocolatebaconitem@0 - 'Chocolate Bacon' - <no NBT>]"
"foodChocolatebar","[birdsfoods:chocolate_bar@0 - 'Chocolate Bar' - <no NBT>]; [xlfoodmod:chocolate@0 - 'Chocolate' - <no NBT>]; [harvestcraft:chocolatebaritem@0 - 'Chocolate Bar' - <no NBT>]"
"foodChocolatecaramelfudge","[harvestcraft:chocolatecaramelfudgeitem@0 - 'Chocolate Caramel Fudge' - <no NBT>]"
"foodChocolatecherry","[harvestcraft:chocolatecherryitem@0 - 'Chocolate Cherry' - <no NBT>]"
"foodChocolatecoconutbar","[harvestcraft:chocolatecoconutbaritem@0 - 'Chocolate Coconut Bar' - <no NBT>]"
"foodChocolatecupcake","[harvestcraft:chocolatecupcakeitem@0 - 'Chocolate Cupcake' - <no NBT>]"
"foodChocolatedonut","[harvestcraft:chocolatedonutitem@0 - 'Chocolate Donut' - <no NBT>]"
"foodChocolateicecream","[harvestcraft:chocolateicecreamitem@0 - 'Chocolate Ice Cream' - <no NBT>]"
"foodChocolatemilk","[harvestcraft:chocolatemilkitem@0 - 'Chocolate Milk' - <no NBT>]"
"foodChocolatemilkshake","[harvestcraft:chocolatemilkshakeitem@0 - 'Chocolate Milkshake' - <no NBT>]"
"foodChocolateorange","[harvestcraft:chocolateorangeitem@0 - 'Chocolate Orange' - <no NBT>]"
"foodChocolatepudding","[harvestcraft:chocolatepuddingitem@0 - 'Chocolate Pudding' - <no NBT>]"
"foodChocolateroll","[harvestcraft:chocolaterollitem@0 - 'Chocolate Roll' - <no NBT>]"
"foodChocolatesauce","[birdsfoods:hot_fudge@0 - 'Hot Fudge' - <no NBT>]"
"foodChocolatesprinklecake","[harvestcraft:chocolatesprinklecakeitem@0 - 'Chocolate Sprinkles Cake' - <no NBT>]"
"foodChocolatestrawberry","[harvestcraft:chocolatestrawberryitem@0 - 'Chocolate Strawberry' - <no NBT>]"
"foodChocolateyogurt","[harvestcraft:chocolateyogurtitem@0 - 'Chocolate Yogurt' - <no NBT>]"
"foodChocovoxels","[harvestcraft:chocovoxelsitem@0 - 'Choco Voxels Cereal' - <no NBT>]"
"foodChorusfruitsoup","[harvestcraft:chorusfruitsoupitem@0 - 'Chorus Fruit Soup' - <no NBT>]"
"foodCider","[birdsfoods:apple_cider@0 - 'Apple Cider' - <no NBT>]"
"foodCinnamonappleoatmeal","[harvestcraft:cinnamonappleoatmealitem@0 - 'Cinnamon Apple Oatmeal' - <no NBT>]"
"foodCinnamonbread","[harvestcraft:cinnamonbreaditem@0 - 'Cinnamon Bread' - <no NBT>]"
"foodCinnamonroll","[harvestcraft:cinnamonrollitem@0 - 'Cinnamon Roll' - <no NBT>]"
"foodCinnamonsugardonut","[harvestcraft:cinnamonsugardonutitem@0 - 'Cinnamon Sugar Donut' - <no NBT>]"
"foodCinnamontoast","[harvestcraft:cinnamontoastitem@0 - 'Cinnamon Toast' - <no NBT>]"
"foodCitrussalad","[harvestcraft:citrussaladitem@0 - 'Citrus Salad' - <no NBT>]"
"foodClamchowder","[harvestcraft:clamchowderitem@0 - 'Clam Chowder' - <no NBT>]"
"foodClamcooked","[harvestcraft:clamcookeditem@0 - 'Cooked Clam' - <no NBT>]"
"foodClamraw","[harvestcraft:clamrawitem@0 - 'Raw Clam' - <no NBT>]"
"foodCobblestonecobbler","[harvestcraft:cobblestonecobbleritem@0 - 'Cobblestone Cobbler' - <no NBT>]"
"foodCocoapowder","[harvestcraft:cocoapowderitem@0 - 'Cocoa Powder' - <no NBT>]"
"foodCoconutcream","[harvestcraft:coconutcreamitem@0 - 'Coconut Cream' - <no NBT>]"
"foodCoconutmilk","[harvestcraft:coconutmilkitem@0 - 'Coconut Milk' - <no NBT>]"
"foodCoconutshrimp","[harvestcraft:coconutshrimpitem@0 - 'Coconut Shrimp' - <no NBT>]"
"foodCoconutsmoothie","[harvestcraft:coconutsmoothieitem@0 - 'Coconut Smoothie' - <no NBT>]"
"foodCoconutyogurt","[harvestcraft:coconutyogurtitem@0 - 'Coconut Yogurt' - <no NBT>]"
"foodCoffee","[harvestcraft:coffeeitem@0 - 'Cup of Coffee' - <no NBT>]"
"foodCoffeeconleche","[harvestcraft:coffeeconlecheitem@0 - 'Coffee con Leche' - <no NBT>]"
"foodCoffeecupcake","[harvestcraft:coffeecupcakeitem@0 - 'Coffee Cupcake' - <no NBT>]"
"foodColasoda","[harvestcraft:colasodaitem@0 - 'Cola Soda' - <no NBT>]"
"foodColeslaw","[harvestcraft:coleslawitem@0 - 'Coleslaw' - <no NBT>]"
"foodColeslawburger","[harvestcraft:coleslawburgeritem@0 - 'Coleslaw Burger' - <no NBT>]"
"foodCookedrabbit","[minecraft:cooked_rabbit@0 - 'Cooked Rabbit' - <no NBT>]"
"foodCookie","[birdsfoods:shortbread_cookie@0 - 'Shortbread Cookie' - <no NBT>]; [minecraft:cookie@0 - 'Cookie' - <no NBT>]"
"foodCookiesandmilk","[harvestcraft:cookiesandmilkitem@0 - 'Cookies and Milk' - <no NBT>]"
"foodCornbread","[harvestcraft:cornbreaditem@0 - 'Cornbread' - <no NBT>]"
"foodCornchips","[harvestcraft:cornchipsitem@0 - 'Corn Chips' - <no NBT>]"
"foodCorndog","[harvestcraft:corndogitem@0 - 'Corn Dog' - <no NBT>]"
"foodCornedbeef","[harvestcraft:cornedbeefitem@0 - 'Corned Beef' - <no NBT>]"
"foodCornedbeefbreakfast","[harvestcraft:cornedbeefbreakfastitem@0 - 'Corned Beef Breakfast' - <no NBT>]"
"foodCornedbeefhash","[harvestcraft:cornedbeefhashitem@0 - 'Corned Beef Hash' - <no NBT>]"
"foodCornflakes","[harvestcraft:cornflakesitem@0 - 'Cornflakes' - <no NBT>]"
"foodCornishpasty","[harvestcraft:cornishpastyitem@0 - 'Cornish Pasty' - <no NBT>]"
"foodCornmeal","[harvestcraft:cornmealitem@0 - 'Cornmeal' - <no NBT>]"
"foodCornonthecob","[harvestcraft:cornonthecobitem@0 - 'Corn on the Cob' - <no NBT>]"
"foodCottagepie","[harvestcraft:cottagepieitem@0 - 'Cottage Pie' - <no NBT>]"
"foodCottoncandy","[harvestcraft:cottoncandyitem@0 - 'Cotton Candy' - <no NBT>]"
"foodCrabcooked","[harvestcraft:crabcookeditem@0 - 'Cooked Crab' - <no NBT>]"
"foodCrabkimbap","[harvestcraft:crabkimbapitem@0 - 'Crab Kimbap' - <no NBT>]"
"foodCrabraw","[harvestcraft:crabrawitem@0 - 'Raw Crab' - <no NBT>]"
"foodCracker","[harvestcraft:crackeritem@0 - 'Cracker' - <no NBT>]"
"foodCrackers","[harvestcraft:crackersitem@0 - 'Crackers' - <no NBT>]"
"foodCrackersandcheese","[harvestcraft:crackersandcheeseitem@0 - 'Crackers and Cheese' - <no NBT>]"
"foodCracklins","[harvestcraft:cracklinsitem@0 - 'Cracklins' - <no NBT>]"
"foodCranberrybar","[harvestcraft:cranberrybaritem@0 - 'Cranberry Bar' - <no NBT>]"
"foodCranberryjelly","[harvestcraft:cranberryjellyitem@0 - 'Cranberry Jelly' - <no NBT>]"
"foodCranberryjellysandwich","[harvestcraft:cranberryjellysandwichitem@0 - 'Cranberry Jelly Sandwich' - <no NBT>]"
"foodCranberryjuice","[harvestcraft:cranberryjuiceitem@0 - 'Cranberry Juice' - <no NBT>]"
"foodCranberrysauce","[harvestcraft:cranberrysauceitem@0 - 'Cranberry Sauce' - <no NBT>]"
"foodCranberrysmoothie","[harvestcraft:cranberrysmoothieitem@0 - 'Cranberry Smoothie' - <no NBT>]"
"foodCranberryyogurt","[harvestcraft:cranberryyogurtitem@0 - 'Cranberry Yogurt' - <no NBT>]"
"foodCrawfishetoufee","[harvestcraft:crawfishetoufeeitem@0 - 'Crawfish Etoufee' - <no NBT>]"
"foodCrayfishcooked","[harvestcraft:crayfishcookeditem@0 - 'Cooked Crayfish' - <no NBT>]"
"foodCrayfishraw","[harvestcraft:crayfishrawitem@0 - 'Raw Crayfish' - <no NBT>]"
"foodCrayfishsalad","[harvestcraft:crayfishsaladitem@0 - 'Crayfish Salad' - <no NBT>]"
"foodCreamcookie","[harvestcraft:creamcookieitem@0 - 'Cream Cookie' - <no NBT>]"
"foodCreamedbroccolisoup","[harvestcraft:creamedbroccolisoupitem@0 - 'Creamed Broccoli Soup' - <no NBT>]"
"foodCreamedcorn","[harvestcraft:creamedcornitem@0 - 'Creamed Corn' - <no NBT>]"
"foodCreamofavocadosoup","[harvestcraft:creamofavocadosoupitem@0 - 'Cream of Avocado Soup' - <no NBT>]"
"foodCreepercookie","[harvestcraft:creepercookieitem@0 - 'Creeper Cookie' - <no NBT>]"
"foodCreeperwings","[harvestcraft:creeperwingsitem@0 - 'Creeper Wings' - <no NBT>]"
"foodCrisps","[birdsfoods:crisps@0 - 'Crisps' - <no NBT>]"
"foodCrispyricepuffbars","[harvestcraft:crispyricepuffbarsitem@0 - 'Crispy Rice Puff Bar' - <no NBT>]"
"foodCrispyricepuffcereal","[harvestcraft:crispyricepuffcerealitem@0 - 'Crispy Rice Puff Cereal' - <no NBT>]"
"foodCroissant","[harvestcraft:croissantitem@0 - 'Croissant' - <no NBT>]"
"foodCucumbersalad","[harvestcraft:cucumbersaladitem@0 - 'Cucumber Salad' - <no NBT>]"
"foodCucumbersandwich","[harvestcraft:cucumbersandwichitem@0 - 'Cucumber Sandwich' - <no NBT>]"
"foodCucumbersoup","[harvestcraft:cucumbersoupitem@0 - 'Cucumber Soup' - <no NBT>]"
"foodCurry","[harvestcraft:curryitem@0 - 'Curry Rice' - <no NBT>]"
"foodCurrypowder","[harvestcraft:currypowderitem@0 - 'Curry Powder' - <no NBT>]"
"foodCustard","[harvestcraft:custarditem@0 - 'Custard' - <no NBT>]"
"foodDamper","[harvestcraft:damperitem@0 - 'Damper' - <no NBT>]"
"foodDandelionsalad","[harvestcraft:dandelionsaladitem@0 - 'Dandelion Salad' - <no NBT>]"
"foodDandeliontea","[harvestcraft:dandelionteaitem@0 - 'Dandelion Tea' - <no NBT>]"
"foodDango","[harvestcraft:dangoitem@0 - 'Dango' - <no NBT>]"
"foodDatenutbread","[harvestcraft:datenutbreaditem@0 - 'Date Nut Bread' - <no NBT>]"
"foodDelightedmeal","[harvestcraft:delightedmealitem@0 - 'Delighted Meal' - <no NBT>]"
"foodDeluxecheeseburger","[harvestcraft:deluxecheeseburgeritem@0 - 'Deluxe Cheeseburger' - <no NBT>]"
"foodDeluxechickencurry","[harvestcraft:deluxechickencurryitem@0 - 'Deluxe Chicken Curry' - <no NBT>]"
"foodDeluxenachoes","[harvestcraft:deluxenachoesitem@0 - 'Deluxe Nachos' - <no NBT>]"
"foodDeviledegg","[harvestcraft:deviledeggitem@0 - 'Deviled Egg' - <no NBT>]"
"foodDhal","[harvestcraft:dhalitem@0 - 'Dhal' - <no NBT>]"
"foodDimsum","[harvestcraft:dimsumitem@0 - 'Dim Sum' - <no NBT>]"
"foodDonut","[harvestcraft:donutitem@0 - 'Donut' - <no NBT>]"
"foodDough","[xlfoodmod:cooked_dough@0 - 'Cooked Dough' - <no NBT>]; [harvestcraft:doughitem@0 - 'Dough' - <no NBT>]"
"foodDriedsoup","[harvestcraft:driedsoupitem@0 - 'Dried Soup' - <no NBT>]"
"foodDuckbiscuitsandgravy","[duckcraft:duckbagitem@0 - 'Duck Biscuits and Gravy' - <no NBT>]"
"foodDuckbreastwithberrysauce","[duckcraft:duckbwbsitem@0 - 'Duck Breast with Berry Sauce' - <no NBT>]"
"foodDuckclubsandwich","[duckcraft:duckclubsandwichitem@0 - 'Duck Club Sandwich' - <no NBT>]"
"foodDuckcooked","[harvestcraft:duckcookeditem@0 - 'Cooked Duck' - <no NBT>]; [duckcraft:cookedduckitem@0 - 'Cooked Duck' - <no NBT>]"
"foodDuckpotpie","[duckcraft:duckpotpieitem@0 - 'Duck Pot Pie' - <no NBT>]"
"foodDuckraw","[harvestcraft:duckrawitem@0 - 'Raw Duck' - <no NBT>]; [duckcraft:rawduckitem@0 - 'Raw Duck' - <no NBT>]"
"foodDuckstew","[duckcraft:ducksoupitem@0 - 'Duck Stew' - <no NBT>]"
"foodDucktaco","[duckcraft:ducktacoitem@0 - 'Duck Taco' - <no NBT>]"
"foodDurianmilkshake","[harvestcraft:durianmilkshakeitem@0 - 'Durian Milkshake' - <no NBT>]"
"foodDurianmuffin","[harvestcraft:durianmuffinitem@0 - 'Durian Muffin' - <no NBT>]"
"foodEarlgreytea","[harvestcraft:earlgreyteaitem@0 - 'Tea, Earl Grey, Hot' - <no NBT>]"
"foodEelraw","[harvestcraft:eelrawitem@0 - 'Raw Eel' - <no NBT>]"
"foodEgg","[betteranimalsplus:pheasant_egg@0 - 'Pheasant Egg' - <no NBT>]; [betteranimalsplus:turkey_egg@0 - 'Turkey Egg' - <no NBT>]; [betteranimalsplus:goose_egg@0 - 'Goose Egg' - <no NBT>]"
"foodEggnog","[harvestcraft:eggnogitem@0 - 'Egg Nog' - <no NBT>]"
"foodEggplantparm","[harvestcraft:eggplantparmitem@0 - 'Eggplant Parm' - <no NBT>]"
"foodEggroll","[harvestcraft:eggrollitem@0 - 'Egg Roll' - <no NBT>]"
"foodEggsalad","[harvestcraft:eggsaladitem@0 - 'Egg Salad' - <no NBT>]"
"foodEggsbenedict","[harvestcraft:eggsbenedictitem@0 - 'Eggs Benedict' - <no NBT>]"
"foodEggtart","[harvestcraft:eggtartitem@0 - 'Egg Tart' - <no NBT>]"
"foodEnchilada","[harvestcraft:enchiladaitem@0 - 'Enchilada' - <no NBT>]"
"foodEnergydrink","[harvestcraft:energydrinkitem@0 - 'Energy Drink' - <no NBT>]"
"foodEpicbacon","[harvestcraft:epicbaconitem@0 - 'Epic Bacon' - <no NBT>]"
"foodEpicblt","[harvestcraft:epicbltitem@0 - 'Epic BLT' - <no NBT>]"
"foodEscargot","[harvestcraft:escargotitem@0 - 'Escargot' - <no NBT>]"
"foodEspresso","[harvestcraft:espressoitem@0 - 'Espresso' - <no NBT>]"
"foodEtonmess","[harvestcraft:etonmessitem@0 - 'Eton Mess' - <no NBT>]"
"foodExtremechili","[harvestcraft:extremechiliitem@0 - 'Extreme Chili' - <no NBT>]"
"foodFairybread","[harvestcraft:fairybreaditem@0 - 'Fairy Bread' - <no NBT>]"
"foodFestivalbread","[harvestcraft:festivalbreaditem@0 - 'Festival Bread' - <no NBT>]"
"foodFiestacornsalad","[harvestcraft:fiestacornsaladitem@0 - 'Fiesta Corn Salad' - <no NBT>]"
"foodFigbar","[harvestcraft:figbaritem@0 - 'Fig Bar' - <no NBT>]"
"foodFigjelly","[harvestcraft:figjellyitem@0 - 'Fig Jelly' - <no NBT>]"
"foodFigjellysandwich","[harvestcraft:figjellysandwichitem@0 - 'Fig Jelly Sandwich' - <no NBT>]"
"foodFigjuice","[harvestcraft:figjuiceitem@0 - 'Fig Juice' - <no NBT>]"
"foodFigsmoothie","[harvestcraft:figsmoothieitem@0 - 'Fig Smoothie' - <no NBT>]"
"foodFigyogurt","[harvestcraft:figyogurtitem@0 - 'Fig Yogurt' - <no NBT>]"
"foodFilledhoneycomb","[biomesoplenty:filled_honeycomb@0 - 'Filled Honeycomb' - <no NBT>]"
"foodFirmtofu","[harvestcraft:firmtofuitem@0 - 'Firm Tofu' - <no NBT>]"
"foodFishandchips","[harvestcraft:fishandchipsitem@0 - 'Fish and Chips' - <no NBT>]"
"foodFishdinner","[harvestcraft:fishdinneritem@0 - 'Fish Dinner' - <no NBT>]"
"foodFishlettucewrap","[harvestcraft:fishlettucewrapitem@0 - 'Fish Lettuce Wrap' - <no NBT>]"
"foodFishsandwich","[harvestcraft:fishsandwichitem@0 - 'Fish Sandwich' - <no NBT>]"
"foodFishsticks","[harvestcraft:fishsticksitem@0 - 'Fish Sticks' - <no NBT>]"
"foodFishtaco","[harvestcraft:fishtacoitem@0 - 'Fish Taco' - <no NBT>]"
"foodFivespice","[harvestcraft:fivespiceitem@0 - 'Five Spice' - <no NBT>]"
"foodFlour","[harvestcraft:flouritem@0 - 'Flour' - <no NBT>]"
"foodFootlong","[harvestcraft:footlongitem@0 - 'Footlong' - <no NBT>]"
"foodFortunecookie","[harvestcraft:fortunecookieitem@0 - 'Fortune Cookie' - <no NBT>]"
"foodFrenchtoast","[harvestcraft:frenchtoastitem@0 - 'French Toast' - <no NBT>]"
"foodFriedbolognasandwich","[harvestcraft:friedbolognasandwichitem@0 - 'Fried Bologna Sandwich' - <no NBT>]"
"foodFriedchicken","[harvestcraft:friedchickenitem@0 - 'Fried Chicken' - <no NBT>]"
"foodFriedegg","[birdsfoods:cooked_egg@0 - 'Cooked Egg' - <no NBT>]; [xlfoodmod:fried_egg@0 - 'Fried Egg' - <no NBT>]; [harvestcraft:friedeggitem@0 - 'Fried Egg' - <no NBT>]"
"foodFriedfeast","[harvestcraft:friedfeastitem@0 - 'Fried Feast' - <no NBT>]"
"foodFriedgreentomatoes","[harvestcraft:friedgreentomatoesitem@0 - 'Fried Green Tomatoes' - <no NBT>]"
"foodFriedonions","[harvestcraft:friedonionsitem@0 - 'Fried Onions' - <no NBT>]"
